ID,Content Length,Content
558770782319411200,29,spread the islamic revolution
558770895158771712,4,what
558804936029372422,66,germany should invade poland to ensure the safety of the minority.
558810231652483113,28,Why has the question come up
558813948053291008,28,that is a pretty stupid take
558814876399697922,34,oh yes the court of public opinion
558815026597724160,35,Why the fuck would they be pursued?
558815894650748940,73,What does "universal background checks" mean to you <@186569274628767745>
558816095226560532,33,Okay so that means nothing to you
558816163963076618,103,Like 92% of firearm crime happens with illegally obtained or illegally modified/already banned firearms
558816295991246848,11,Really huh?
558816321148813324,31,You're just spouting buzzwords.
558816423485505537,95,If they are illegal given to other people where does "universal" background checks fix anything
558816539667595264,82,<@353300924757704704> the constitution was not talking about the freaking internet
558816566678913036,54,why do you need the internet to "practice free speech"
558816853124972545,16,Why is an AK bad
558816878949171227,22,Let me correct my self
558816904936947712,31,why are klashnikov weapons bad\
558816928928497665,20,ffuck your slow mode
558817098747346945,25,Why are they over the top
558817165478854666,18,That is incorrect.
558817207694524416,17,Handguns are shit
558817260882624543,38,Do you own them or do mommy and daddy?
558817412519165982,3,Why
558818125693583363,0,
558818138049871899,4,okay
558818147130671105,18,so you're trolling
558818295084613634,41,ak47 = any gun that looks or sounds scary
558818394187759626,9,We do not
558818553701072919,39,What is a "regular" gun in this context
558818674367135744,82,If you think 6 million jews died only via gas then you need to read a history book
558818890155556884,109,<@202347079979368448> since you're not an expert on U.S. gun laws can you at least tell me what is on a 4073?
558818989812482048,36,okay so you dont know what a 4073 is
558819017805004813,42,but you're pushing a gun control narrative
558819044090970188,12,Why is that?
558819117671645184,29,And which country is that huh
558819247376302129,111,The only problem with new Zealand's already ludicrous gun laws is that they allowed foreigners to purchase them
558819575568007168,7,"clips*
558819580475080724,8,REEEEEEE
558819710687379467,33,"more background checks and that"
558819731558236162,21,Meaningless buzzwords
558819878077988866,67,there is nothing stopping you from doing that <@325739257622691841>
558819925788065812,39,you need licenses to get the ammunition
558819942708019213,8,I saw no
558820006784270338,9,M1 Abrams
558820151517118465,21,well it had a missile
558820171322621962,10,originally
558820408212586508,173,I swear the single most infuriating subject to debate is gun because people don't seem to even educate themselves on the most fundamental information surrounding the systems
558820520922185729,96,And fall back to cookie cutter arguments that even they don't know what that means to justify it
558820533094055956,7,I don't
558820602048413736,51,"more background checks" is pretty much meaningless
558820698911408139,71,You can't get OPM_ the only way to improve them is not by changing them
558820790003564553,141,but forcing law enforcement agencies (even though they already are IIRC) to co-operate and provide more information to the federal government
558820873587392638,68,agian you don't know what you're talking about here and it's showing
558820904851996686,48,Are you familiar with the NICS and other systems
558821171185975306,34,That is psychologically incorrect.
558821409824964643,73,ah yes because it's impossible for people to exhibit anti-social behavior
558821446810468383,49,I need a source to talk about how the sky is blue
558821577710370831,23,I was not attacking you
558821602251243570,27,Back to "background checks"
558821674313711656,93,The Federal system is good enough_ the issue is some state have different rules sorrunding it
558821703849869314,48,so "more background checks" doesn't fix anything
558821750469689354,73,and "shifting through social media" is a massive constitutional violaiton
558821788604301313,83,okay how are you going to find a background on someone who doesnt have a backgroudn
558821810821660683,20,Please explain to me
558821828630675462,11,No it isn't
558821897152757770,36,literally last updated ~30 years ago
558822101289795605,26,that doesn't mean anything
558822180683776001,116,the U.S. constition basically functions the same as most constitutional republics with only a feew small differences
558822216889008140,12,I don't feel
558822288078798883,64,Simply put_ you can not find a background if one does not exist.
558822353409277952,88,So "more background checks" means nothing because you cant have "more background checks"
558822365451124736,4,Why?
558823136502743051,321,the U.S. is philosophically different than most other nations. The U.S. is founded on rights that a government should not infringe on_ like the right to bare arms_ right to free speech. Other nations have it so that they are privileges granted by the government and can be encrouched upon or modified at any point in time
558823734857826305,4,What
558823748946624523,20,The fuck do you mean
558824283510669330,69,Allie you lack a fundamental understnading of international relations
558824325029822464,68,Okay in your view what is an "Assault Weapon" <@!439926511517040680>
558824493121011723,74,In fact for current obligations the department of defense isn't big enough
558824589245939713,22,Customized for assualt
558824598401974287,9,elaborate
558824659710378014,16,no i really dont
558824972454199297,88,It is impossible to get an automatic rifle in the U.S. unless you have $50_000+ to spare
558824994902114344,19,and a buyer to find
558825023238832157,14,Semi-automatic
558825029798854663,7,okay so
558825035821875200,8,all guns
558825273106366486,26,<@166496803733110784> why?
558825465112952839,39,Banning semi automatic rifles is stupid
558825621497708573,34,Gun laws isn't how you change that
558825759481921537,65,more legislation would literally not put a dent in the statistics
558825793485013013,32,You want to reduce gun violence?
558825815043735567,33,you need to work on social reform
558825875865468939,45,<@166496803733110784> a lot greater like what
558825918840438824,27,Have you filled out a 4473?
558826022032769044,36,I did not say "no background checks"
558826053032869918,25,okay you keep saying that
558826081197490187,28,but specify what you mean by
558826095936405514,29,"extensive background checks"
558826110784241664,24,What are you looking for
558826179277357077,10,Won't work
558826203847458816,31,without nationalized healthcare
558826223388721152,37,struck down immediately in the courts
558826263838588929,53,plus there is an issue on the fact of medical privacy
558826370252144641,13,Red Flag Laws
558826411704582154,48,But even then I still think that might be shitty
558826508798394368,7,Depends
558826533981257760,49,how do you find out if their mental health is bad
558826591443222528,48,and what do you determine is "bad mental health"
558826894628225024,133,What do you determine to be"bad mental health" and how to you suspect the government find out about this issues <@166496803733110784>
558827035267432471,15,yes that's true
558827052044648458,26,but here's what i'm saying
558827068394176514,32,even if there is a document case
558827076254433320,19,HOW DO YOU FIND IT?
558827206068011018,163,To get into the United States Military you have to waive over your medical records to the DoD_ but MEPS can't actually find your records for a multitude of reasons
558827332845043712,140,and the same would apply to any system that involves using the federal government to find medical records in relation to firearm legislation
558827562969595904,33,<@166496803733110784> you theree?
558827709036363796,80,Only 3 people have ever been killed by an automatic firearm in the united states
558827718217826314,19,and one was suicide
558827791123218454,36,you haven't responded to my response
558827908563730432,2,No
558827930721976368,30,Bumpstock != automatic firearm
558827973621317662,24,And for your information
558827989861793800,27,you do not need a bumpstock
558827997960994830,11,to bumpfire
558828007255703553,7,a rifle
558828129431584768,82,I'm not sure about those particular laws but its ridiculously expensive and timely
558828272071344129,18,AR-15 hard to get?
558828285010771987,20,Depends on the state
558828321492959262,19,In New Jersey? Yes.
558828343177379861,19,Texas? Probably not
558828386081046550,41,In fact it's banned by name in new jersey
558828396201902081,20,so people buy clones
558828426023403550,38,but those clones are still hard to get
558828462895529996,31,If we are talking about murders
558828493161365514,52,you are more likely to be punched or kicked to death
558828509695574018,25,then be killed by a rifle
558828577257422851,35,that is not correct in all contexts
558828623654813706,80,and yes in some cases a single punch can kill you before you even hit the ground
558836887805100032,6,yooooo
558836899318333440,24,i just learned something
558836930880733184,47,the "End" key goes to the end of a line of text
558836959519440906,40,and the "Home" key goes to the beginning
558841227387338762,38,I wouldn't classify saudi as developed
558841325072416808,70,MBS knows oil is going to run dry/be worth nothing one day (inshallah)
558841386263117835,54,So he's been reforming to give saudi a fighting chance
558841468626796547,3,No?
